,name,year,seller_type,owner,km_driven,ex_showroom_price
29449,221,2015,1,0,350,71429.0
24623,69,1998,1,1,40950,93025.75
7432,163,1996,1,0,106018,30490.0
11390,146,1992,1,1,43771,95292.0
3843,141,2008,1,0,350,93025.75
26129,234,2006,0,2,115893,93025.75
10616,45,1990,1,2,63154,93025.75
82,265,2008,1,0,350,93025.75
7629,150,2007,1,0,22364,93025.75
3463,120,2016,0,1,15225,93025.75
3068,64,1989,0,2,147672,205091.0
3011,2,2005,0,3,57043,93025.75
1032,32,2018,1,0,19754,35853.0
14144,67,1994,0,2,65053,93025.75
28419,278,2007,1,0,47202,40442.0
28266,15,2008,0,1,350,53440.0
8739,138,1996,0,2,24374,53764.0
5597,157,2002,0,2,33071,30490.0
17956,114,1996,0,3,69937,43301.0
14768,13,2012,0,2,350,93025.75
17254,6,2008,0,1,50326,158514.0
19701,93,1998,0,2,11570,93288.0
29604,98,1998,1,0,20711,93025.75
22950,162,2010,1,0,350,164139.0
330,22,1996,1,2,5993,93025.75
6447,268,1998,0,1,91836,30490.0
16452,14,2001,0,3,133276,85858.0
19473,239,2014,1,1,501,30490.0
27828,29,1995,0,3,30795,90420.0
20195,240,2012,0,1,43592,123548.0
1713,29,2017,1,1,53792,119740.0
3187,266,2014,0,1,64437,93025.75
21408,91,2006,0,1,35129,62302.0
8323,167,1998,1,0,59951,78404.0
18993,107,2011,0,2,38631,93025.75
1137,228,1994,1,0,111171,30490.0
12998,96,1991,1,1,75912,93025.75
9740,247,2007,0,2,51384,135669.0
21581,140,2001,1,1,39112,163096.0
889,274,1996,1,2,51832,54242.0
10940,115,2019,0,1,16564,93025.75
28840,20,1993,0,2,72693,75333.0
27931,257,1996,0,2,101938,93025.75
11253,136,1998,0,2,350,116398.0
16877,151,2005,0,1,78398,110622.0
7257,242,2007,0,2,21813,125664.0
13391,165,2018,0,2,5791,93025.75
20549,194,2013,0,1,66295,93025.75
7658,158,1992,1,0,84218,215737.0
16043,225,2002,1,0,350,185321.0
10553,8,2001,1,0,5610,93025.75
12542,49,2010,1,1,350,93025.75
22098,211,2000,1,1,90729,73264.0
20590,78,2018,0,3,6748,93025.75
27595,126,2017,1,0,58258,93025.75
3764,137,2003,0,3,350,93025.75
9727,248,2012,0,2,19008,105089.0
24751,180,2008,1,0,74417,112996.0
981,151,2011,1,2,29789,155567.0
4922,28,1997,1,0,6944,33706.0
22932,7,1993,0,3,2578,93025.75
20102,16,2002,1,1,350,144600.0
9446,167,2013,0,2,9868,93025.75
4227,198,2016,0,1,68072,30490.0
2010,173,2003,0,1,144451,30490.0
15757,76,2010,1,0,21281,93025.75
18179,81,2019,1,1,350,176716.0
17148,160,2003,1,1,45145,30490.0
4990,21,2001,0,1,350,93025.75
1600,51,2003,0,3,11325,65819.0
3340,70,2000,0,1,116827,93025.75
24230,259,2007,1,0,78481,93025.75
16386,126,2008,1,0,31211,139297.0
29579,63,2012,1,0,36914,148720.0
8978,138,2013,1,1,20939,93025.75
13760,44,2019,0,2,350,103710.0
17058,170,2007,0,2,350,79711.0
25139,232,2012,1,0,73541,93025.75
28114,157,2003,1,0,350,93025.75
26766,231,1998,0,2,44287,93025.75
26374,187,1988,1,2,82304,93025.75
24619,131,2016,0,1,350,83668.0
2803,33,2003,1,2,108633,93025.75
4334,94,2019,1,0,350,93025.75
16811,235,2017,0,1,350,93025.75
21194,129,1998,1,0,85760,30490.0
15983,19,2015,1,0,88748,58386.0
4300,23,2018,1,0,350,93025.75
13211,22,1991,1,0,144020,93025.75
12528,270,1993,0,2,98358,93025.75
7684,110,1993,1,2,25651,34755.0
17036,57,2008,0,2,45158,93025.75
29906,212,2012,0,1,15808,93025.75
14215,251,2004,1,2,62166,30490.0
17625,252,2012,0,3,350,145871.0
17054,17,1991,0,2,23219,127081.0
15198,222,1991,0,2,27530,109658.0
29463,45,1992,1,0,7909,93025.75
13029,96,2003,1,0,55557,93025.75
25270,143,2014,1,1,350,137739.0
25599,234,2011,0,2,29837,93025.75
18565,199,2014,1,1,1538,130823.0
5353,1,2007,1,1,86470,93025.75
13332,160,2003,1,1,350,93025.75
22954,169,2015,0,1,61113,176798.0
29607,72,2017,1,1,75615,93025.75
5236,58,2018,0,2,54680,47843.0
9570,39,2003,0,0,4788,93025.75
259,165,2000,1,1,31343,139655.0
2307,60,2001,1,1,103716,187207.0
3713,32,2018,1,0,350,191745.0
23199,124,1995,1,0,350,93025.75
9878,240,1999,1,0,350,93025.75
16362,194,1992,1,1,7834,97321.0
2996,13,1999,1,0,38303,93025.75
5999,243,2019,0,1,6060,93025.75
5310,209,2013,1,0,62529,88335.0
23578,99,1998,0,3,49017,93025.75
163,158,1995,0,2,66560,39035.0
28981,22,1994,0,3,350,155504.0
22063,204,1998,0,2,11575,93025.75
264,33,2019,1,0,55140,93025.75
3929,41,1994,1,0,350,55385.0
11556,143,1996,1,1,350,96750.0
24961,144,2012,1,0,61126,77819.0
3773,68,2012,1,2,98991,30490.0
14231,57,1995,1,1,109479,93025.75
24807,131,2008,1,0,62984,58788.0
18720,58,2001,1,2,42875,93025.75
21614,88,2000,1,0,84874,93025.75
22702,159,1996,1,1,140218,93025.75
17085,132,2017,1,0,21928,30490.0
14126,178,1998,0,1,90040,56606.0
2050,144,1995,0,0,102058,230765.0
12560,155,2001,1,2,87389,68656.0
9318,70,2001,0,2,96947,93025.75
3961,109,2001,1,1,350,197132.0
29991,198,2007,0,1,121567,106244.0
21631,239,2015,1,1,32984,93025.75
18767,261,1994,1,0,32938,121322.0
7428,254,2009,0,1,43727,93025.75
18270,267,2004,0,2,116173,137369.0
2628,79,1993,1,0,108271,93025.75
9638,140,2001,0,0,102523,93025.75
2273,13,2009,1,2,72105,93025.75
14496,233,2016,1,0,9256,93025.75
12097,163,1992,1,2,104854,93025.75
11506,164,1996,1,0,82853,93025.75
12796,262,2005,0,2,350,71585.0
17410,210,2009,0,2,101910,60892.0
25670,110,2016,0,2,13565,71756.0
21392,140,2001,1,0,13784,30490.0
25308,74,1994,0,2,38922,94058.0
23025,81,2003,0,2,55973,42406.0
24346,224,2011,0,2,3937,30490.0
17348,273,1990,1,1,78783,93025.75
16995,156,2006,1,1,82986,93025.75
8371,206,1996,0,2,42965,59784.0
27477,131,2011,1,0,350,93025.75
2432,150,2015,1,0,70103,153323.0
21942,37,2007,1,0,9826,93025.75
12548,112,2017,0,3,350,143376.0
20857,177,2016,1,0,350,93025.75
14445,139,2003,0,3,78175,30490.0
23215,269,2004,1,2,133927,76703.0
105,77,1988,0,1,80330,93025.75
15969,176,2018,1,1,350,93025.75
18855,33,2004,1,0,350,93025.75
999,270,2001,1,1,4458,119343.0
28412,75,2010,0,1,95289,30490.0
26976,20,2007,1,0,22169,77700.0
20968,80,2011,1,0,81640,82063.0
16309,189,1998,0,0,28607,93025.75
29637,167,1998,1,0,181484,93025.75
23813,80,2001,1,0,105690,35336.0
21982,66,2009,0,2,350,107801.0
24031,119,1997,1,0,122791,93025.75
22499,97,1996,0,2,12297,93025.75
28290,100,2004,1,0,43921,93025.75
15283,26,2003,0,2,87500,93025.75
25291,238,2019,0,1,350,132015.0
21923,64,1991,0,3,89413,32979.0
17986,117,1999,1,0,350,122587.0
17541,193,2012,1,0,65135,74883.0
10841,89,2020,1,0,350,123900.0
7013,11,1989,0,3,115520,55334.0
24526,47,1994,1,1,29363,93025.75
2673,99,1992,0,2,67617,85901.0
12572,270,1997,0,2,50271,54744.0
17436,195,2007,1,0,350,93025.75
29207,182,2000,1,1,350,66201.0
23702,185,1990,0,2,124785,142678.0
1762,253,1988,0,2,123037,30490.0
1296,147,2013,1,0,67766,93025.75
20955,84,2018,0,0,350,93025.75
6090,235,1999,0,2,95993,93025.75
24480,173,2010,1,1,57482,30490.0
13231,138,2014,0,1,26868,46006.0
21705,53,2007,1,2,350,30490.0
68,109,2001,0,2,350,104889.0
20230,26,2010,1,1,34242,93025.75
2042,155,1993,0,2,17810,93025.75
2863,263,1998,0,3,61686,51838.0
6741,191,2018,1,0,15809,93025.75
1660,169,2002,0,3,350,134315.0
16148,141,1996,1,0,46281,93025.75
26767,190,1989,0,3,158275,93025.75
11120,68,2008,0,3,350,93025.75
17932,54,2017,1,0,51714,168412.0
6508,70,1999,1,0,350,38472.0
6654,109,1994,1,2,79228,158801.0
7665,214,1996,0,1,350,131232.0
26776,269,2013,1,0,350,97888.0
3349,144,2017,0,1,42008,93025.75
9019,48,1996,1,1,124218,30490.0
9167,272,2009,1,0,350,49308.0
3627,161,1993,1,0,350,93025.75
11451,40,2012,1,2,63120,93025.75
16460,226,1991,1,0,350,113534.0
13346,39,2002,0,1,49222,93025.75
20229,58,2014,0,2,31650,30490.0
17944,34,2019,1,0,53918,93025.75
22092,84,2012,1,0,350,95584.0
22639,89,2002,0,1,350,93025.75
6100,12,2017,1,0,350,47935.0
10091,246,1989,1,3,350,93025.75
7600,227,1989,1,2,39342,93025.75
10873,123,2012,0,3,350,93025.75
11194,112,2004,0,0,20138,32980.0
11085,195,1989,0,3,119639,93025.75
27187,271,2004,1,2,350,152644.0
26524,228,2006,1,0,16039,93025.75
5351,18,2009,1,0,350,97266.0
26304,260,2004,0,0,40553,93025.75
25676,22,1999,0,3,66433,93025.75
23258,73,2020,1,0,350,97189.0
18313,127,2008,1,0,50105,93025.75
10249,90,2014,0,2,26657,52783.0
13515,159,2010,1,2,30959,93025.75
11601,216,1999,0,0,1149,147906.0
26487,125,2002,0,2,7706,165852.0
24592,234,2009,1,0,126252,93025.75
4714,94,2020,0,2,350,93025.75
9502,191,2014,1,1,72435,93025.75
21177,27,1989,0,2,47690,112509.0
18501,161,2005,1,2,38893,107151.0
23941,125,2015,1,0,63538,169370.0
28465,91,2009,1,1,34859,57411.0
16139,193,1990,1,1,4374,93025.75
18292,181,2014,0,1,350,66726.0
6240,133,2014,0,2,58768,93025.75
19712,203,2001,1,0,350,93025.75
29826,26,2000,0,2,61953,102173.0
846,251,2018,0,2,2943,93025.75
2781,135,1989,0,3,179357,93025.75
27982,250,1993,0,1,98231,162377.0
6400,267,1991,0,3,350,93025.75
16684,213,1990,1,0,161004,133167.0
16013,105,2010,1,0,350,141117.0
6555,233,1999,0,2,350,216169.0
23652,278,1993,1,1,34854,93025.75
10732,225,2001,0,3,350,93025.75
2727,218,1998,1,0,350,93025.75
7427,109,1992,0,2,41701,93025.75
16105,45,1997,0,2,44752,174990.0
902,145,2019,0,2,350,99720.0
14020,224,2008,0,2,70684,30490.0
28150,273,2008,0,2,82312,113957.0
12339,70,1991,0,3,79093,93025.75
29349,33,1993,1,0,152795,42769.0
14494,249,2018,1,0,87751,93025.75
4970,227,2016,0,3,72754,93025.75
10830,210,2006,1,2,7308,93025.75
18683,141,2007,1,0,31629,47556.0
8689,271,1996,1,0,85003,93025.75
91,214,1997,0,1,22880,93025.75
7522,191,2017,0,2,350,76108.0
13102,148,1999,1,1,8823,77748.0
18787,252,2015,0,2,85865,59778.0
5349,249,2011,1,0,350,93025.75
13972,193,2013,1,0,66027,93025.75
14685,12,1992,1,1,73394,101644.0
23617,161,2001,0,1,40205,93025.75
16739,58,1997,1,1,114389,93025.75
28355,125,2009,0,2,26041,92137.0
29708,226,1989,1,2,17267,93025.75
5994,195,1998,1,0,350,93025.75
17463,243,2000,0,3,10393,93025.75
16612,114,2017,1,1,350,93003.0
6181,126,2012,0,2,350,150817.0
860,140,2010,1,0,100843,176089.0
22058,191,1998,0,3,350,134821.0
13090,86,1999,0,2,11757,93025.75
4640,103,2001,1,1,350,77839.0
19886,42,1988,1,2,108558,93025.75
22179,202,1996,1,0,96920,111635.0
20052,92,2002,0,3,96779,93025.75
5144,234,1994,0,2,88893,93025.75
20715,256,2006,0,0,19792,93025.75
14039,193,2019,0,0,350,107191.0
8002,225,1998,0,2,64014,30490.0
11391,91,2001,0,2,53565,97556.0
6094,169,2001,1,1,71632,93025.75
9539,271,1989,1,1,11193,93025.75
23254,194,2013,1,0,95891,30490.0
16681,159,1994,0,1,117837,86282.0
6127,88,2003,1,2,33026,86229.0
27452,36,2016,0,1,58340,93025.75
14473,6,2008,0,2,350,82228.0
3096,135,2017,0,3,9541,189715.0
18878,60,2018,0,2,87991,54994.0
11439,21,1996,1,0,109845,56538.0
27829,170,2016,1,0,8588,93025.75
19348,207,2006,1,2,2138,103427.0
20442,117,2017,1,0,7563,93025.75
7555,130,2017,0,0,350,93025.75
19264,126,2009,0,1,121325,116015.0
22255,46,1992,1,1,81910,114151.0
4952,234,2006,0,1,86115,104349.0
6013,88,2017,0,2,350,38138.0
25062,50,1997,1,1,163210,93025.75
1935,205,2011,1,1,25247,93025.75
5066,159,2003,1,0,76058,93025.75
13842,173,2012,1,1,350,160381.0
27943,175,2014,0,1,29728,66065.0
18896,166,2012,1,0,350,93025.75
8183,244,1995,1,1,114284,185960.0
968,148,2019,1,1,350,39490.0
746,71,2006,0,0,107489,30490.0
23794,251,2008,1,0,87103,93025.75
19198,67,2019,0,1,42638,171556.0
7319,136,2004,1,2,100564,93025.75
3920,164,2001,0,1,55520,93025.75
28777,88,2004,1,1,3906,30490.0
972,158,2017,1,0,30458,93025.75
6494,84,1998,0,2,81408,93025.75
419,255,2018,0,2,8455,93025.75
11429,229,2010,1,1,63876,93025.75
24987,121,1994,0,3,82957,86416.0
11654,127,1993,0,2,37727,139354.0
14728,173,1994,1,0,38831,99036.0
12045,227,2014,1,0,350,137073.0
2258,250,1988,0,3,586,93025.75
14389,272,1996,1,2,186501,137519.0
14804,79,2008,0,3,78093,93025.75
29672,145,2014,0,2,30409,30490.0
5005,153,2007,0,2,350,135682.0
8983,81,1994,1,0,25927,105198.0
14848,128,2011,1,0,16184,118441.0
9509,118,2010,0,1,20878,30490.0
2497,212,2007,0,1,350,93025.75
6583,28,2001,0,1,1328,93025.75
5789,192,1993,0,1,99916,56837.0
9839,51,2009,0,1,88692,146470.0
8095,257,1997,1,1,54058,93025.75
22951,143,2015,1,1,104718,133503.0
17041,81,2006,1,0,11282,215562.0
22511,123,2014,0,2,350,93025.75
524,198,2014,1,0,48165,59531.0
18581,211,2004,0,3,49552,93025.75
28635,109,2011,1,1,66504,93025.75
21423,88,2001,0,2,350,194770.0
4466,278,2016,1,0,38687,93025.75
5752,70,1997,1,0,43632,93025.75
14668,172,2018,0,1,350,93025.75
3531,78,2000,0,0,60191,66013.0
11092,228,2007,1,0,6343,93025.75
21516,237,2020,0,2,350,165316.0
18087,141,2007,1,1,40565,107965.0
20983,185,1992,0,3,71116,109950.0
4483,240,1991,0,3,103631,30490.0
7147,108,1992,0,3,27648,37665.0
2864,262,2011,1,0,350,93025.75
1311,104,1996,0,0,41100,120768.0
7295,162,2000,1,3,68895,70794.0
696,31,1991,0,1,72897,126410.0
1947,113,1998,1,0,69022,47758.0
12859,76,2010,1,0,63217,93025.75
23716,121,2016,0,2,350,62107.0
20574,102,1997,1,0,19484,93025.75
40,262,2014,1,0,20623,91928.0
10024,216,2016,0,2,77207,93025.75
20839,92,1988,1,1,66477,93025.75
6257,24,1988,1,0,153070,30490.0
2982,17,2016,1,0,350,127719.0
4550,92,2004,0,1,350,93025.75
24554,70,2020,1,1,58633,37130.0
4723,205,1990,1,0,83808,93025.75
13010,225,2015,0,2,8756,93025.75
18539,137,1990,0,1,350,93025.75
23846,178,2019,1,0,8477,93025.75
22939,119,2012,0,1,350,93025.75
15047,144,2001,0,3,22121,93025.75
12486,239,1990,0,1,86321,80195.0
10634,237,2013,1,0,350,219741.0
19121,24,2000,1,0,87169,93025.75
29486,38,1996,1,0,19180,37484.0
1769,110,2011,0,0,41978,93025.75
11973,52,2012,1,0,77202,93025.75
24320,115,1997,1,0,350,65271.0
10636,159,2003,0,1,8153,96328.0
681,84,2013,0,2,37827,157696.0
5196,252,2001,1,1,24224,65335.0
4733,8,1993,1,1,36219,93025.75
19269,210,1996,0,2,350,124905.0
23044,126,2017,1,0,50040,93025.75
17086,49,2016,0,2,102613,93025.75
1825,257,2002,1,0,350,131758.0
15950,128,2008,1,1,11167,30490.0
1397,222,2015,1,0,350,30490.0
13400,251,1998,0,2,135563,179777.0
4748,120,2004,1,0,350,75570.0
12206,262,2008,0,2,350,183306.0
17673,16,2007,0,3,350,114254.0
22693,226,2009,1,0,350,99324.0
26854,104,2004,0,1,20088,93025.75
9302,156,2002,0,0,57725,182695.0
23504,15,2002,1,2,103421,40109.0
20478,194,2014,1,0,350,152123.0
24414,233,1989,1,0,71571,40022.0
13127,16,2015,1,0,350,93025.75
3134,248,2006,1,0,91195,93025.75
13873,41,2005,1,0,61932,93025.75
18863,210,2015,0,1,23740,93025.75
12785,163,1997,1,0,69680,45145.0
8721,246,1992,1,1,350,81327.0
23577,219,2015,1,0,350,80884.0
20534,83,1998,1,1,64614,93025.75
5484,53,2014,0,2,11595,30490.0
4082,32,2000,0,2,31719,135883.0
4509,133,1988,0,2,112959,131685.0
11474,185,2019,1,0,350,133671.0
937,131,2003,1,0,103361,68649.0
27753,7,2013,1,0,350,45303.0
1627,155,1993,0,1,34227,48910.0
754,218,2002,0,2,61934,93025.75
27754,7,1989,0,3,151539,93025.75
27146,70,2018,0,2,8286,93025.75
5956,77,2019,0,2,66996,63688.0
711,32,1993,0,2,18408,30490.0
25221,150,2000,0,1,71397,93025.75
4177,271,1988,0,3,25901,93025.75
4268,60,2009,1,0,350,46627.0
18329,121,2013,0,2,119297,93025.75
564,173,2003,0,2,28472,30490.0
24916,76,1998,1,0,4886,30490.0
6188,205,2011,0,1,51878,63174.0
29872,226,2005,1,0,90690,182290.0
17130,152,1998,0,0,32767,93025.75
7652,153,2000,0,0,92723,65991.0
15090,196,2006,0,2,101020,93025.75
21135,220,1990,1,1,105997,76585.0
27204,259,2013,0,0,350,93025.75
4419,94,1988,0,2,133930,93025.75
29866,213,2005,1,1,188785,30490.0
6950,275,2016,1,0,350,93025.75
25546,270,1996,0,1,350,93025.75
7661,241,1995,0,2,21330,93025.75
23208,52,1991,0,0,45543,82384.0
16746,42,1994,0,0,72351,42701.0
9329,180,2013,1,1,350,79476.0
29226,23,2018,1,0,350,93025.75
4877,207,2003,1,2,148636,137196.0
8617,37,2005,1,1,61520,93025.75
29172,256,2000,0,2,350,93025.75
23107,71,1997,1,0,48310,93025.75
26914,252,2004,1,0,350,139599.0
4722,143,1989,1,2,66164,93025.75
18331,53,2011,1,2,62999,93713.0
23391,91,2005,1,0,79693,185054.0
15848,219,2012,1,0,32216,93025.75
1125,241,2007,1,1,29235,30490.0
1348,42,2011,0,1,350,60877.0
21507,137,2002,1,1,37589,108129.0
11766,105,1993,1,1,11720,112178.0
25176,278,2004,1,1,15921,107184.0
18182,220,2013,0,1,350,135021.0
19854,104,2011,1,0,10607,93025.75
26937,89,2019,0,1,65381,60758.0
21795,168,2019,1,0,20292,93025.75
24576,209,1991,0,0,350,81428.0
10709,51,2008,1,0,74526,144402.0
25614,9,2002,0,3,350,31441.0
21263,193,1998,1,1,107608,87841.0
1268,144,2009,0,3,350,118307.0
20648,272,1993,1,0,15494,59021.0
1323,140,2017,0,3,52350,93025.75
20601,180,2012,0,0,350,93025.75
25354,191,2007,1,0,350,131245.0
13272,63,2010,0,2,350,30490.0
23878,229,2019,0,1,350,93025.75
20917,154,2002,1,0,45287,66958.0
8205,95,1991,0,1,92888,30490.0
13033,203,1991,1,1,21124,93025.75
10505,207,2008,0,2,18960,93025.75
17315,138,2011,0,1,67679,93025.75
26340,97,1992,0,2,159032,49239.0
28198,59,1992,0,0,16124,93025.75
29840,150,2001,1,0,65940,93025.75
11073,246,2009,0,0,350,93025.75
24830,9,2001,1,0,350,93025.75
29348,122,2003,1,0,70502,53118.0
6991,34,2015,1,1,23742,93025.75
4272,64,2007,1,1,56856,68889.0
14810,9,1995,1,0,63756,44533.0
3529,249,1999,0,0,37602,79148.0
18945,23,2005,1,1,37037,132982.0
23979,270,2015,0,1,350,124339.0
26186,1,2007,0,3,24997,76721.0
4614,70,1990,0,2,22624,30490.0
4054,197,2006,0,1,33186,132837.0
24658,228,1994,1,2,350,75994.0
19802,144,1989,1,0,110147,63708.0
12013,265,2020,1,1,53583,96837.0
12125,206,2011,1,1,127565,93025.75
8997,101,1992,0,1,44003,93025.75
9047,117,2009,0,2,132919,188163.0
5974,105,1992,0,3,77641,76003.0
8333,51,2019,1,0,91428,133674.0
11698,259,2020,1,1,350,93025.75
19294,35,1992,0,2,123287,93025.75
6096,189,2002,0,0,350,56762.0
26830,81,2011,0,0,350,133851.0
5414,172,1991,1,1,350,81280.0
23041,49,2010,1,1,350,93025.75
19934,54,2016,0,2,350,129008.0
21538,130,2016,0,3,50108,93025.75
10747,167,2001,1,1,45817,32237.0
25993,240,2006,1,0,350,93025.75
515,240,2006,0,2,350,93025.75
19209,30,1997,0,3,41539,208469.0
3244,37,1988,1,1,99242,31378.0
18553,43,2002,1,1,66644,93025.75
14598,151,1998,0,2,40555,93025.75
12645,82,2017,1,0,350,106558.0
29460,263,1990,0,1,71656,43979.0
27623,140,1995,0,2,76814,119367.0
24242,205,1989,1,2,88321,52824.0
15926,269,2005,1,0,975,68741.0
11822,162,2010,0,2,51561,93025.75
13126,166,2001,1,2,350,93025.75
9931,269,2019,1,1,350,93025.75
19682,107,1996,1,0,350,70031.0
19756,40,2005,1,0,350,61479.0
7954,19,2005,1,0,350,93025.75
232,188,2019,0,2,68097,96548.0
17352,63,2014,1,1,34837,119990.0
10509,266,1997,1,1,2557,118040.0
24250,69,2008,0,1,30587,93025.75
6457,257,1990,1,0,51069,93025.75
17739,139,1998,0,2,350,54765.0
29962,122,2002,1,1,55476,147271.0
9654,62,1992,1,1,13820,30490.0
14471,272,1993,0,0,53560,139190.0
10010,226,1999,1,1,100152,59926.0
21904,51,2001,0,2,76271,168396.0
25396,89,2013,1,2,39114,93025.75
17270,62,2007,1,0,22419,35952.0
12681,124,2007,1,0,90499,93025.75
5878,71,2003,1,0,16120,65786.0
5876,228,1991,1,3,53139,93025.75
22942,23,2016,1,0,350,94798.0
29961,94,2014,1,2,38578,93025.75
14955,208,2005,1,0,43004,97200.0
12764,92,2012,1,2,22837,178642.0
859,89,1998,1,0,5755,93025.75
18267,70,2003,1,2,43233,93025.75
17146,245,2017,0,1,350,81098.0
14289,60,2015,1,0,35129,68972.0
18582,224,2006,0,0,38090,93025.75
21269,185,1993,1,1,350,191069.0
13593,165,2015,0,1,350,148718.0
2319,263,2006,0,2,350,93025.75
12299,185,2018,1,1,350,30490.0
15729,137,2008,0,3,74175,63829.0
9330,267,2017,0,1,33892,131272.0
6515,261,2011,1,1,68253,93025.75
5106,97,2018,0,0,60748,30490.0
11984,261,2002,1,0,83562,124797.0
29674,223,2003,1,0,7849,93025.75
25068,51,2000,1,0,86465,93025.75
4768,21,2004,0,1,350,93025.75
14774,271,2014,0,1,83754,194298.0
6799,202,2008,1,0,47537,30490.0
12091,85,1995,1,3,135484,95773.0
26520,147,2009,1,0,13210,93025.75
10097,158,2000,1,1,350,190044.0
26601,106,1991,1,1,350,93025.75
15852,92,2006,1,0,69927,93025.75
28130,63,2009,0,0,350,93025.75
13541,183,2008,1,2,68466,68342.0
588,229,2010,0,2,95240,30490.0
4796,275,1996,0,2,97924,57940.0
24201,274,1994,0,1,76649,30490.0
77,7,2004,1,1,58892,120627.0
22888,164,1992,0,3,48297,126870.0
19022,131,1989,1,1,67392,131290.0
12957,168,1995,1,0,50537,81043.0
7692,231,2011,1,0,350,166356.0
3469,81,2007,1,0,25133,93025.75
15086,46,1994,1,0,61670,93025.75
11977,57,2011,0,2,350,159084.0
18746,272,1992,1,2,47896,93025.75
4215,11,2001,1,2,61917,92045.0
18632,164,2000,0,2,7398,34924.0
3556,182,2006,0,3,54381,146833.0
12562,10,2005,1,1,350,69616.0
24639,145,2000,0,2,72900,40619.0
4746,65,2013,0,2,56524,30490.0
21364,92,1995,1,0,58706,40363.0
22113,45,2004,0,1,350,93025.75
7922,212,1995,1,0,140430,57194.0
29298,141,2002,1,0,104956,93025.75
14861,185,1996,1,1,28493,30490.0
19614,27,2002,0,1,350,110146.0
11071,93,2018,1,0,350,93025.75
215,162,2000,0,3,350,110139.0
5683,203,2019,0,2,350,30490.0
21711,128,2004,0,2,5331,81003.0
3819,96,1993,0,1,206805,93025.75
16776,103,2019,1,0,350,93025.75
16411,258,2019,0,1,59500,93025.75
27066,181,1999,1,0,10488,99273.0
8944,51,2014,1,0,350,123129.0
10002,149,2017,1,0,350,74401.0
21956,29,2014,1,1,350,93025.75
8670,78,2017,0,2,350,93025.75
6781,226,1992,0,3,17499,165259.0
7592,119,2002,1,1,350,93025.75
28408,101,1994,0,2,106929,129467.0
909,227,2011,1,1,53243,93025.75
7211,165,1988,0,2,152856,55332.0
4078,69,2012,0,2,23724,93025.75
1372,252,2012,0,1,17278,50316.0
17942,48,1990,1,2,350,207238.0
6763,183,1990,1,0,124029,30490.0
7531,123,2006,1,0,47688,113839.0
16358,119,1995,0,2,350,184579.0
5100,84,1994,1,0,6524,277736.0
3863,158,2020,1,0,350,54958.0
10677,90,1994,1,2,48496,76374.0
2289,274,1992,1,1,33478,93025.75
26727,253,1997,1,1,38902,158455.0
24277,164,1990,1,0,140129,93025.75
19814,126,1999,1,2,81066,90034.0
26756,176,1989,0,3,75694,93025.75
18715,102,1991,0,3,52141,30490.0
27953,165,1997,1,0,21071,90723.0
16947,61,2014,1,1,84699,178631.0
27065,131,1992,1,0,106041,93025.75
18047,29,2018,0,2,13439,92961.0
13209,182,1990,0,3,65621,93025.75
12387,42,2017,0,1,96475,167200.0
969,196,2015,1,0,14777,93025.75
5308,217,2018,1,0,350,30490.0
24569,113,1990,1,1,77075,107307.0
27885,165,1991,1,0,38024,133954.0
5009,82,2002,1,0,68157,30490.0
27801,120,2014,1,0,8456,93025.75
27235,12,2004,1,1,29149,97080.0
20560,239,2016,1,1,59576,93025.75
6911,268,2001,1,2,115204,113665.0
5402,73,2006,1,0,71036,113259.0
21203,197,2004,1,0,45704,93025.75
6222,52,2011,0,3,103392,93025.75
28449,112,1999,1,1,65091,117498.0
14411,173,1991,1,2,85502,93025.75
5123,89,1997,1,0,51373,75769.0
21077,84,1996,1,1,74542,93025.75
12294,10,2005,0,1,350,93025.75
13349,24,2013,0,1,350,93025.75
13737,101,1999,1,1,51691,93025.75
5958,125,1994,0,1,45666,78928.0
997,212,2018,0,1,350,93025.75
19611,182,2009,1,0,81119,93025.75
29123,103,2020,1,0,350,93025.75
9209,212,2017,1,0,10472,147691.0
28346,188,2006,0,3,51367,93025.75
504,19,1990,1,1,50061,135455.0
653,72,2004,1,1,39533,93025.75
8106,32,1995,1,0,97616,93025.75
27637,267,2002,0,2,13043,93025.75
26599,190,2008,1,1,51141,93025.75
17303,120,1991,1,0,72080,49982.0
27571,265,1997,1,1,7261,93025.75
22068,54,1995,0,2,10862,155886.0
11592,159,1998,0,1,106786,93025.75
1609,174,2017,0,2,83110,93025.75
19172,182,2018,0,1,20204,93025.75
18334,271,1989,1,0,56030,30490.0
11118,31,1995,0,2,21038,78861.0
27838,81,2015,1,1,48037,239837.0
7399,13,2014,0,1,73347,30490.0
12628,20,2005,0,3,10394,157896.0
29890,179,2018,0,2,30388,93025.75
11930,21,2011,0,2,350,52418.0
19620,116,2012,1,0,88696,93025.75
11990,8,1990,1,0,141329,82126.0
9984,43,1996,0,1,58207,93025.75
814,40,1988,1,2,61094,46071.0
27538,172,2011,0,1,350,93025.75
28069,191,2013,0,1,34147,118713.0
9407,213,2010,1,2,50622,195447.0
14703,148,2004,0,2,54959,93025.75
25089,187,1996,0,0,350,51007.0
17015,220,2013,1,0,350,79510.0
13254,197,2002,1,1,118332,38272.0
16902,277,2013,1,2,29048,93025.75
18108,36,2010,0,0,25670,200853.0
