,selling_price
12270,83220
2725,26110
2603,150451
25869,122668
1405,114756
12194,99541
26197,52850
21273,65636
213,38903
1703,134262
12379,39344
24443,34938
11395,103419
11334,92496
24500,5000
29613,38137
1058,155075
8128,74884
15318,81737
28772,42061
21818,102314
22218,5000
523,99851
3591,123988
3150,29618
24338,5000
16050,5000
9698,51706
20630,129128
868,36957
24570,99418
16172,111359
5723,11123
23008,162440
29684,15156
23252,149649
15840,84062
16018,90406
20116,232046
15391,63880
12824,56931
17063,5000
26404,98241
21254,63142
5673,5000
23190,118376
3450,102353
22196,5000
17623,43845
11032,115956
21319,60474
12240,89083
10728,5000
25395,28783
17858,5000
19652,5000
7173,185671
20870,122989
21267,165369
4838,35079
20705,65685
7102,5000
18731,86375
28553,39812
638,55722
12473,60416
3741,93219
922,77591
6899,23663
8872,70734
9768,91082
11508,69875
19337,55205
27831,47607
18614,51574
8677,116216
20914,39091
25621,66687
27629,34771
27358,5000
16045,41344
4949,155994
3702,115852
18478,27855
9096,5000
10613,61784
1697,5000
9293,125980
7515,5000
24255,5000
24022,5000
53,29258
6395,39264
26898,32732
5020,63573
18639,102111
21900,31755
12070,9088
11049,14324
29952,5000
10111,123082
27980,25242
28801,5000
23509,59158
8502,58924
25129,126303
7271,27215
14129,13274
7608,5000
16738,5000
26303,135369
2219,5000
15777,22537
13315,161820
16244,73350
23586,14602
12801,150595
10277,93753
9297,141545
14620,17057
1898,5000
10275,114310
23335,60003
21682,10576
400,63308
25198,68867
23687,28644
10216,50235
29312,41978
15941,8436
16269,139190
9951,81373
16046,141393
25610,93347
22921,65140
26582,28422
26870,41031
4210,113136
25228,5000
10643,51573
23869,37605
7771,68371
18792,38100
19800,51735
28269,20741
19809,101552
28717,133306
25325,13393
7979,113004
20888,13674
29599,26399
21908,114793
17090,5000
2005,66451
1077,110330
27200,193730
490,26899
22392,118544
15792,92628
26193,139022
29748,70897
9448,62427
18861,46636
29713,109652
10678,87129
25042,126868
15710,70209
19429,99494
18483,5000
2809,26367
21607,160458
13675,44202
25557,169053
19105,26087
14593,5000
2523,32872
3823,51148
7493,133029
27798,88001
29782,75686
14048,139518
4163,134043
23691,38767
7957,5000
18793,5000
17750,5000
20837,31904
3579,44698
13638,36046
29343,68202
4181,23283
248,113286
18951,72381
27124,5000
27241,86094
18164,5062
16341,92596
1335,83345
13941,61109
25288,75882
11517,115973
29583,44846
15293,17949
29712,5000
5026,99886
17193,57075
13258,102821
3592,53961
25300,102965
501,89961
12597,66160
11475,15605
21895,79784
6093,146415
28810,5000
16300,5000
6040,50986
23932,5000
11798,45340
19325,38405
17452,79508
22079,63721
28050,104290
14160,113238
10860,84766
1576,25693
29927,43479
20186,90876
14957,71605
24015,42980
9191,112322
14056,126147
3836,21193
8618,101158
7370,88978
21802,5000
3746,90569
17583,73163
4844,64113
9089,84273
18592,23873
4781,107062
28510,42539
4317,10364
7207,105551
27795,151290
1009,113710
18171,52617
17796,43409
10276,35891
7590,45203
24112,49521
25991,5000
4783,102353
17769,96283
7524,118679
13521,21496
13364,128350
3500,82193
20608,92508
9463,53540
5117,177573
1639,152674
7932,61134
26567,40697
27109,50308
25086,14379
3495,5000
21712,39832
22496,5000
2116,5000
20369,28788
2624,5000
4932,43749
13436,96851
11287,30625
23026,94439
17823,5000
6826,45781
6262,44210
8374,48728
12670,109440
2844,150271
12329,63425
27419,5000
5791,58934
29568,76434
26065,89992
17807,83807
29130,29475
27380,30185
14564,5000
19529,38201
2254,123854
28822,136731
22254,157883
5572,60689
2969,5000
2992,92780
27524,5000
18141,5000
25240,69463
4553,57332
358,32050
12729,112658
29725,86230
26853,138994
10264,145365
29260,56574
9121,64537
2979,108143
25239,92444
29241,119513
26021,42793
13342,5000
24504,5000
14093,93480
16866,89071
19777,66097
1723,80290
25287,23623
10071,5000
7791,125676
13366,30713
21046,81535
19200,13907
6962,95004
14176,156925
3582,5000
29780,56218
21003,152192
29139,30501
19939,43998
14906,40464
11688,104287
23811,175619
22010,5000
16805,5000
5671,90126
12675,11257
2960,98942
22504,5000
25343,82314
17137,120359
23369,73899
8864,43216
11940,56990
6587,36367
27746,19877
12248,125993
5734,104559
22343,86872
20299,131741
19262,88606
1404,20882
19280,71083
1449,145808
28934,171142
13784,127323
857,5000
26132,5000
24616,152254
3917,33796
7447,5000
3111,61252
6280,35821
5246,5000
11027,65508
26804,77920
17946,13147
4679,130234
23197,94725
28182,105158
19632,9450
14386,95471
2651,141076
4468,148440
21553,5000
11513,5000
19925,101307
20077,148509
23560,30813
26016,35831
15701,105642
2974,87379
26238,32291
7047,154278
20853,53862
7738,149937
12975,92605
24054,69797
10142,96847
197,5000
23269,18035
28915,38485
17056,95131
3489,71592
18959,7691
10496,20069
9422,72756
3969,173999
3229,54649
28732,67863
26808,37003
3179,35036
20276,5000
19226,7384
27181,29464
25624,65172
26920,177343
16999,5000
7359,5000
23217,9174
23547,5000
12171,75821
7742,5000
3548,89159
25170,54081
9148,41176
9722,57231
24431,96500
853,5000
15123,5000
4010,61054
14187,5000
16862,107842
28955,53083
21760,117781
10184,5000
22785,8643
25194,97865
24300,83009
17708,81130
14256,33402
14247,5000
10786,34131
25191,46024
11402,72244
19178,56168
23601,162512
25481,141645
3405,107873
25455,5000
21921,5000
5199,70851
11630,42292
28578,30409
14803,164013
29114,86566
18708,76053
28253,11422
21526,5000
24350,105332
13641,5000
4473,15614
15881,79002
12259,86527
16715,62732
11256,60307
19946,64382
3218,92550
13011,80451
13647,73219
9292,5000
20058,71067
26092,8452
29382,74991
590,39405
1488,93531
8341,5000
8093,97275
5959,140141
18185,5000
3095,5000
12380,5000
11669,124620
15289,40632
11978,19358
28424,165141
23201,14801
21444,70448
4489,16440
16900,30557
29794,57505
23420,149027
19417,43734
19075,6623
8091,34227
20899,182982
23898,114197
24468,88589
21653,80773
24294,5193
23010,179862
7978,47135
28431,136336
5751,19122
3371,41132
19134,91462
946,32197
28895,124090
22132,90518
10658,121207
21168,85821
16270,89725
4788,5000
1305,219748
20769,118239
9152,73405
26098,5000
23755,99267
20446,125623
25081,22116
8665,114347
27992,68307
21819,65057
16445,5000
8559,98845
19525,5000
16707,115054
4928,75149
6854,53052
26607,79855
18291,66233
27068,130974
17318,116704
7883,5000
9216,152157
18799,5000
27777,81706
26915,129209
27512,5000
15324,103196
25165,7831
23046,114742
19896,5000
21070,38036
20060,56539
25720,5000
17105,122346
5234,67802
13701,85158
20270,27422
27063,109875
12546,59330
18375,58249
28071,140044
24253,74558
25079,172799
27172,65827
2344,45520
15541,33474
25142,143200
5478,5000
26843,5000
24587,23018
8845,37617
19191,5000
8181,5000
26711,70869
28661,183229
10226,102216
19,76196
10887,84041
4292,6312
4229,102363
4331,85184
6845,5000
4417,28191
22646,20038
20105,140987
6405,86357
6742,118173
2659,5000
9831,5000
5024,43715
6074,5000
4325,93039
25632,64586
11996,47868
2370,69407
13274,5000
11577,33387
26686,5000
18453,120327
15414,5000
4675,108732
16263,93972
27713,39442
18244,40712
9456,97316
11002,5000
13148,20943
26175,11359
17574,81641
15602,44812
943,51079
7789,10318
4322,5000
17941,44268
3871,63499
20497,122235
26845,23195
12203,97274
10530,21473
6708,29783
16529,76863
9921,104636
11197,95505
4514,18764
8880,29888
5084,103033
1062,5000
25526,5000
8765,5000
23202,5000
23100,59587
6373,5000
18924,58324
16470,101149
3606,104453
14776,53942
19436,77983
6124,31392
3475,28015
10679,120370
29553,56010
288,54603
8669,5000
11054,36783
1300,64207
22338,5000
5383,68116
16176,95673
12246,13992
23119,40976
7895,148241
15196,25121
28225,92787
26587,205062
10473,5000
13470,9522
17382,103607
8508,16748
23193,96935
4023,91705
6000,64998
9127,5000
9588,40375
27049,117328
5388,133977
25233,5000
9702,74457
22874,42706
23086,112073
27594,115296
3362,14478
838,135189
21984,64233
6401,64635
18925,118582
4961,62896
11388,128358
23821,190265
19290,139788
4810,55096
12537,97804
11240,204480
3001,89885
14807,141084
9305,203935
24881,5000
4369,74757
26361,31184
9289,36458
10343,33487
4154,35211
15176,91332
26330,23558
3561,44022
9896,130805
20589,58532
781,47587
29446,105954
6359,34713
13909,14776
29011,84738
8284,61387
29750,14485
28825,106111
27211,5000
24524,73848
391,19299
3867,18034
14606,51271
18402,11229
22253,80056
8797,59278
13185,65072
19746,42865
29871,5000
17345,24086
8658,143360
3031,5000
16301,62927
29259,10073
23864,86940
7736,55403
26497,140850
25179,43003
25845,120281
29795,5000
29957,5000
21017,45068
21300,23680
19132,48895
13408,96118
28184,141928
8489,25724
6779,123860
6463,5000
29819,5000
24914,21997
1610,24298
24808,107493
389,108951
16156,29780
13190,44891
19905,59412
8628,75380
7464,64543
15860,5000
8197,50292
28761,72716
10352,78950
7547,13859
29603,31191
3082,118284
16967,50853
14704,96751
28836,5000
19266,136531
3058,72974
21763,104081
29879,25679
22971,5000
1719,14855
12952,23303
11237,16021
7234,5000
18630,5000
21123,113970
4666,5000
14787,168557
16079,42109
3107,52348
7517,27307
6506,61540
24132,88307
1618,20607
7130,5000
7176,155469
16387,5000
29686,73602
2771,90293
5085,107720
24882,32549
10,65375
10949,32504
17810,58901
6276,41534
10244,123729
12970,145018
26072,48638
25664,29911
24908,43763
14621,5000
21030,69596
20953,5000
10086,100679
160,32774
8651,5000
19583,5000
7964,37530
16158,5000
8976,5000
178,102113
15878,110736
26965,5000
25082,50804
22815,26725
19345,36810
12550,61908
22953,13884
29165,54280
28001,18507
24127,45045
22514,5000
7509,16500
12578,44307
11596,40310
12139,97314
9240,69805
5156,5000
17476,13675
3649,67089
14191,5000
15250,166766
6172,51957
13037,63908
23063,5000
18941,134228
2236,5000
9986,54033
12507,92242
19836,125815
9434,49696
27089,5000
835,95929
20277,27753
11516,151596
11979,92199
26771,118472
15080,30443
12884,5000
26467,5000
4854,92248
6026,77721
8846,143422
24024,77371
6159,14600
26628,18017
21223,5683
13295,104446
25358,139040
16635,43166
15471,86347
22916,5000
18982,69906
2452,69648
29093,5000
24262,68690
3108,134661
16775,69862
21044,34451
1877,11955
13791,79478
24895,58666
782,5000
17558,43613
20974,121034
2736,12730
10557,49351
27696,79382
18823,170944
25650,5000
3692,27627
18881,109820
15303,83830
9210,6990
1436,14352
16561,35594
4146,60794
16308,59890
1612,62967
1945,8032
28634,34892
27680,103571
26836,142878
24101,72935
15527,32131
15744,110245
18364,64737
8591,154263
3817,64251
23528,19476
19076,85286
21034,107143
29257,142175
8219,115917
23944,52745
17598,202948
14797,31022
656,5000
8048,39555
29682,23539
23883,24911
27582,50111
27180,45504
19331,25357
17606,23846
386,45797
2471,36329
6267,5000
27511,93076
4505,62783
1451,63057
15158,5000
12479,62878
14013,5000
9876,12008
20841,133841
12488,97498
336,8927
21647,72673
25656,159547
28119,77569
26402,31329
6709,74109
11393,72405
14325,36399
4335,97085
28608,12084
2922,51661
10958,103645
29631,153764
25899,139689
9912,54292
16273,18052
21811,24084
20466,63812
3288,65263
5015,133527
16754,12178
1287,88152
1987,81479
9766,46635
20421,96980
8958,79679
21853,16333
25535,74969
3816,54023
16455,73738
10630,107744
20333,5000
20761,137772
21814,5000
24745,77421
10983,7441
6251,93069
13239,5000
27583,119853
29632,51802
7816,68078
9534,63809
18279,158089
27406,61859
26638,79413
97,66158
7987,63946
10239,106901
12742,100296
1183,49449
18800,5000
16174,5000
3772,127990
9731,222222
7784,77147
15061,74379
21400,5000
13865,90302
27429,153127
28552,37564
9420,41567
9775,30164
17477,124494
11230,121963
24578,7109
6572,97328
16700,28594
24708,74483
1770,43781
26070,36188
3979,27475
12395,59313
9859,43499
16683,131053
7931,21606
11867,66140
19612,101080
28548,53398
21096,5000
7971,10615
4973,85501
1059,22148
24429,31923
26825,25968
24214,5000
3541,56560
869,93773
11584,58250
27444,76550
13422,86237
2231,59206
7469,46044
21623,92011
8895,62370
22897,30549
1128,93244
13182,67567
12161,29876
13487,5000
1903,124805
19679,58481
20894,121091
17831,104061
4307,79190
29107,5000
14812,5000
11077,5000
4471,32169
2722,57482
11950,5000
9838,70561
17324,190146
22526,46928
24135,41515
18835,47062
13001,5000
28111,77864
9270,88527
22683,47407
25711,55125
15505,137411
14697,127536
24622,107273
6051,5000
29755,52083
4611,175169
4875,5000
19285,36807
29570,5000
23798,63126
8988,106504
25257,66728
25285,139231
8547,100651
2567,124105
19125,31342
17320,91535
8543,53128
9146,120768
22213,83650
26458,46727
9651,43422
4801,35786
6695,55116
7780,58484
25591,5000
5177,98607
3135,30495
17244,55996
16809,26758
17128,5000
686,109318
21443,8023
17061,68613
20719,25564
15739,5000
23253,111022
7164,111735
27986,5000
15872,5000
3462,63238
9911,72440
28606,149079
21715,86696
5550,117678
14373,132782
24917,84013
8504,44762
27324,5000
18055,33053
5332,18256
18642,90831
17833,124514
19064,78888
20106,86019
21401,41149
7573,38647
17921,126150
458,127924
21593,94700
6369,42420
21435,79334
924,5000
28270,5000
18851,16953
17781,156714
19774,143153
22866,9883
28303,86850
4670,5000
3174,24980
21199,5000
25771,49717
15498,43355
9266,5000
22833,53823
16373,5000
18507,103470
20780,55249
26393,162778
11965,152347
29449,59479
24623,91562
7432,5000
11390,23763
3843,28667
26129,5000
10616,7099
82,69327
7629,154744
3463,167268
3068,61557
3011,34326
1032,5000
14144,5000
28419,11074
28266,24801
8739,49596
5597,35728
17956,5000
14768,150929
17254,52604
19701,44648
29604,53496
22950,145654
330,31871
6447,8098
16452,63098
19473,56181
27828,30153
20195,102793
1713,119478
3187,155123
21408,88159
8323,62773
18993,72398
1137,13126
12998,50511
9740,83558
21581,108379
889,5000
10940,131265
28840,5000
27931,85123
11253,31079
16877,59411
7257,87680
13391,76815
20549,57989
7658,105100
16043,147040
10553,105067
12542,46347
22098,77239
20590,37992
27595,110194
3764,112937
9727,19074
24751,97131
981,126574
4922,46954
22932,5000
20102,132137
9446,5000
4227,21744
2010,5000
15757,176804
18179,172712
17148,5000
4990,87868
1600,77160
3340,5000
24230,21476
16386,72987
29579,64863
8978,193543
13760,113459
17058,60127
25139,49955
28114,5000
26766,79594
26374,5000
24619,76423
2803,75564
4334,146127
16811,89348
21194,37173
15983,76400
4300,42009
13211,5000
12528,11507
7684,5000
17036,71744
29906,55428
14215,5000
17625,73518
17054,44563
15198,46196
29463,5000
13029,5000
25270,70546
25599,125979
18565,112615
5353,83851
13332,38888
22954,124102
29607,127572
5236,10347
9570,5000
259,25276
2307,84555
3713,166482
23199,119434
9878,59339
16362,58012
2996,31820
5999,52871
5310,54617
23578,48682
163,8834
28981,75118
22063,148313
264,130252
3929,14745
11556,55488
24961,56836
3773,43106
14231,51579
24807,50240
18720,12169
21614,59325
22702,5000
17085,79200
14126,5000
2050,80566
12560,24145
9318,44849
3961,137900
29991,110773
21631,97995
18767,81774
7428,33720
18270,5000
2628,50264
9638,69711
2273,74051
14496,13760
12097,52945
11506,18120
12796,29953
17410,48756
25670,53014
21392,5000
25308,38427
23025,20117
24346,21886
17348,5000
16995,94307
8371,9493
27477,32678
2432,89423
21942,60291
12548,151958
20857,118065
14445,5000
23215,43281
105,5000
15969,109303
18855,92558
999,106770
28412,16728
26976,54400
20968,63911
16309,84573
29637,5000
23813,5000
21982,75418
24031,58528
22499,5000
28290,102996
15283,84321
25291,110249
21923,5000
17986,110859
17541,82074
10841,220464
7013,5000
24526,5000
2673,13098
12572,5000
17436,147514
29207,45191
23702,47902
1762,5000
1296,7286
20955,127308
6090,38084
24480,5000
13231,5000
21705,27340
68,109614
20230,40679
2042,24824
2863,69743
6741,70779
1660,50121
16148,5000
26767,5000
11120,121671
17932,122747
6508,19707
6654,86977
7665,71014
26776,78374
3349,17340
9019,5000
9167,26322
3627,56648
11451,23613
16460,54973
13346,5000
20229,5000
17944,154813
22092,70806
22639,26195
6100,104053
10091,32292
7600,5000
10873,38562
11194,5000
11085,19400
27187,149970
26524,94746
5351,87933
26304,67611
25676,5000
23258,140467
18313,74745
10249,29872
13515,49628
11601,103460
26487,112322
24592,51696
4714,142195
9502,89620
21177,5000
18501,88153
23941,120944
28465,45351
16139,5000
18292,86865
6240,56528
19712,60037
29826,88647
846,68930
2781,102779
27982,77902
6400,87669
16684,97255
16013,148112
6555,160794
23652,5000
10732,5000
2727,138591
7427,63529
16105,71347
902,103770
14020,8112
28150,54012
12339,53188
29349,5000
14494,5000
4970,85041
10830,148376
18683,113920
8689,9351
91,5000
7522,79875
13102,12657
18787,24012
5349,10791
13972,92575
14685,79249
23617,65227
16739,124365
28355,111671
29708,43724
5994,19580
17463,71449
16612,78198
6181,70253
860,122636
22058,31008
13090,80274
4640,5000
19886,5000
22179,57391
20052,18829
5144,45400
20715,41276
14039,90331
8002,5000
11391,66189
6094,98242
9539,5000
23254,77930
16681,25754
6127,74604
27452,66043
14473,60916
3096,126117
18878,117037
11439,30407
27829,86334
19348,87262
20442,175193
7555,149901
19264,82151
22255,5000
4952,59680
6013,8193
25062,44759
1935,137768
5066,54513
13842,102199
27943,25929
18896,89060
8183,74613
968,55339
746,21266
23794,13568
19198,129976
7319,5000
3920,44718
28777,5000
972,149225
6494,109585
419,172108
11429,5000
24987,40858
11654,84652
14728,8848
12045,116265
2258,8861
14389,60713
14804,29293
29672,73008
5005,96095
8983,25593
14848,101476
9509,44443
2497,51906
6583,5000
5789,5000
9839,69485
8095,5000
22951,172989
17041,156349
22511,104899
524,50207
18581,115016
28635,46494
21423,136682
4466,46161
5752,30214
14668,192943
3531,5000
11092,115184
21516,135805
18087,68162
20983,32318
4483,5000
7147,33738
2864,127717
1311,62264
7295,59080
696,68864
1947,18075
12859,67481
23716,103441
20574,13389
40,110516
10024,96174
20839,5000
6257,5000
2982,44818
4550,38746
24554,74724
4723,75655
13010,37888
18539,34274
23846,242009
22939,85320
15047,94233
12486,46356
10634,127465
19121,104432
29486,5000
1769,76088
11973,88662
24320,5000
10636,59169
681,29986
5196,47361
4733,38829
19269,50621
23044,144567
17086,116399
1825,55924
15950,35630
1397,40667
13400,133512
4748,34374
12206,66633
17673,102605
22693,79846
26854,115655
9302,97652
23504,5000
20478,134584
24414,5000
13127,41323
3134,25976
13873,27896
18863,158795
12785,12261
8721,5000
23577,87922
20534,61943
5484,5000
4082,77087
4509,5000
11474,81725
937,5000
27753,85922
1627,9591
754,106483
27754,5000
27146,37070
5956,94964
711,19228
25221,26063
4177,11274
4268,45654
18329,18260
564,43942
24916,40541
6188,39140
29872,72592
17130,23863
7652,86814
15090,13472
21135,5000
27204,51115
4419,5000
29866,5000
6950,111266
25546,64927
7661,8143
23208,43381
16746,5000
9329,131346
29226,207034
4877,91935
8617,73250
29172,5000
23107,42344
26914,25134
4722,5000
18331,90639
23391,138355
15848,58459
1125,14161
1348,53310
21507,70591
11766,66052
25176,78488
18182,92291
19854,25278
26937,119152
21795,177137
24576,42976
10709,84378
25614,28418
21263,22992
1268,59851
20648,29350
1323,125919
20601,27568
25354,155885
13272,36544
23878,162033
20917,99171
8205,5000
13033,96742
10505,5000
17315,71094
26340,5000
28198,39501
29840,71680
11073,63304
24830,37582
29348,78191
6991,64567
4272,132162
14810,74373
3529,5000
18945,47107
23979,65060
26186,57175
4614,5000
4054,134816
24658,22552
19802,5000
12013,69105
12125,52624
8997,58742
9047,184227
5974,26861
8333,126039
11698,123667
19294,23393
6096,53476
26830,117843
5414,5296
23041,21464
19934,98013
21538,137024
10747,24586
25993,90715
515,30826
19209,107263
3244,5000
18553,5000
14598,106757
12645,168769
29460,5000
27623,79944
24242,5000
15926,50117
11822,47170
13126,45494
9931,173846
19682,18969
19756,68547
7954,108065
232,92263
17352,143697
10509,78809
24250,76431
6457,5000
17739,41654
29962,59785
9654,51382
14471,81542
10010,16720
21904,80184
25396,124578
17270,65631
12681,17852
5878,38299
5876,123822
22942,78118
29961,168208
14955,48552
12764,134752
859,70043
18267,5000
17146,112045
14289,45991
18582,82612
21269,77958
13593,137260
2319,136913
12299,28240
15729,21712
9330,142597
6515,69090
5106,22897
11984,43920
29674,22534
25068,29623
4768,209992
14774,145201
6799,80281
12091,8355
26520,127477
10097,181391
26601,29307
15852,40532
28130,97723
13541,45688
588,5000
4796,45555
24201,5946
77,83628
22888,99564
19022,63394
12957,62087
7692,167628
3469,5000
15086,5000
11977,123380
18746,31518
4215,28177
18632,46366
3556,115158
12562,38507
24639,5000
4746,39567
21364,47341
22113,27335
7922,50802
29298,88894
14861,5000
19614,41123
11071,148844
215,20172
5683,87581
21711,15479
3819,35594
16776,125763
16411,90794
27066,62564
8944,89919
10002,139435
21956,144768
8670,134891
6781,149448
7592,110948
28408,30884
909,112446
7211,5000
4078,51945
1372,20251
17942,57842
6763,5000
7531,92020
16358,48693
5100,130015
3863,119268
10677,15451
2289,23444
26727,128356
24277,5000
19814,39295
26756,5000
18715,34253
27953,93852
16947,143152
27065,5000
18047,50171
13209,17489
12387,98888
969,55333
5308,151606
24569,5000
27885,121201
5009,5000
27801,142948
27235,48061
20560,44464
6911,101821
5402,52844
21203,50963
6222,98980
28449,82668
14411,54183
5123,8155
21077,5000
12294,22223
13349,50871
13737,40335
5958,20609
997,147589
19611,5000
29123,176930
9209,130049
28346,26909
504,123146
653,70182
8106,92402
27637,44129
26599,29207
17303,27120
27571,44281
22068,76690
11592,31638
1609,127979
19172,66072
18334,5000
11118,91676
27838,148567
7399,5000
12628,97559
29890,192608
11930,105716
19620,23495
11990,14448
9984,5000
814,5000
27538,73652
28069,84244
9407,134086
14703,60272
25089,5000
17015,86014
13254,42027
16902,84007
18108,136587
17584,66514
2342,5000
3301,103087
4862,5000
8030,80756
1375,109130
21648,80633
4570,65582
6728,104904
11146,21806
73,115188
8957,5000
19270,52708
15924,34247
16652,90285
5145,68009
26417,5000
5113,68610
4933,100607
8696,152592
107,100622
3477,103035
21421,5000
2341,6028
19513,162186
19006,48499
19163,30285
12569,90765
6382,11737
19610,45759
5250,93942
8824,83100
19590,27703
5522,11623
602,55364
4789,5000
10107,144638
12876,112746
9886,78330
23034,92453
15316,65508
21293,61433
9350,33582
2558,110269
27222,76107
13200,5000
6348,56425
6334,46594
14823,102969
25722,24314
27292,96710
16822,76660
12012,108836
10484,35838
12204,20781
609,22270
22439,49665
2855,103336
19219,81748
11423,48249
4243,70549
29569,10646
25631,23573
10348,5000
1354,77858
19511,5000
5089,48955
7445,5000
14111,22189
24016,5000
6238,5000
10514,75475
29464,45766
7334,39249
26179,96821
23471,125715
7063,5000
3589,5000
18186,119780
26384,86775
16878,15407
27384,97790
22085,5000
23340,44190
12747,31122
19365,66328
12081,61942
10112,54419
303,38692
8178,126289
28494,68425
15474,30703
17060,5000
9742,5000
4005,75035
10994,112135
19960,5000
26768,58504
25707,122072
14387,158859
7596,110908
16425,8651
4371,72328
1549,64063
1264,9607
22377,5000
4893,147252
23050,146330
1663,78833
25532,36922
24159,107701
7172,5000
6769,52909
27405,57598
15360,5000
27420,55924
29149,5000
5137,5000
26188,5000
344,73263
22918,45865
7110,106329
11298,61334
12475,68905
24299,88024
9124,181302
27737,27100
8443,58577
18967,85561
24854,5000
18101,37634
15261,62118
9655,125153
20008,102314
2309,71185
7696,88480
26856,5000
18307,5000
8802,19148
25740,5000
9566,50950
23174,121013
16712,136800
11177,18124
8973,27184
22596,111335
24228,5000
19425,5000
1962,136082
19622,137038
19656,5000
27404,41747
3797,29757
14764,5000
27849,84183
12799,100670
22900,5000
20216,37440
1851,36827
22595,125957
22535,85447
23040,115519
3846,123874
19068,5000
784,28345
10173,113552
29847,74142
21002,5000
28637,5000
2945,7464
6668,143740
3346,5000
9402,57307
21497,23599
24542,5000
25979,128293
5819,124611
27860,102160
11387,5000
3422,71442
26265,5000
25820,5000
24812,88225
12433,11786
14729,33927
540,118992
80,5000
22458,40128
6306,28721
19123,65133
26827,14791
5202,71057
14134,91505
22512,96209
20811,10631
359,69244
19851,34253
26491,90272
8678,29207
25763,35459
16397,129430
29561,73408
4223,82050
12839,5000
10619,20163
6724,5000
14630,5000
17994,70814
18610,94888
757,25962
20570,50788
20564,57326
21151,12778
19487,59234
9873,84538
3275,34553
966,120657
20925,141882
21978,82067
8144,76765
12347,87482
12933,82927
4073,113695
1918,74246
22456,44349
3621,24248
3486,5000
19506,31275
14791,125584
16787,50465
2688,43179
22153,5000
29950,131289
29944,125267
24509,71535
6584,34879
19319,118098
20957,108085
15892,106597
20913,79832
17501,88481
16165,54970
21195,75144
3707,63755
10266,12492
13816,124052
12151,5000
2741,114017
29512,72140
10246,52576
7963,5849
20154,5000
8008,28414
28003,5000
17756,55752
22653,35590
28653,127344
27055,75818
22059,74526
6852,48763
6417,37893
10522,107045
24967,46359
6364,66742
15199,153271
8250,36891
8760,14442
21005,48923
9965,46250
16410,6393
22929,23914
18281,5000
19523,5000
5096,52746
13461,5000
13424,128053
9818,35539
17101,143751
14036,22529
1025,20728
10624,5000
21068,11451
442,19134
1477,106659
24638,44192
21411,82617
13196,259743
28472,115992
11048,13704
5830,74817
2556,55138
25431,49609
1099,5000
26744,127492
4870,47760
25435,103222
22265,10868
27925,44445
7200,5000
819,94806
17134,57682
9842,50303
19726,111422
18309,76550
16029,81120
8647,129687
52,9919
28000,22400
5902,55560
28979,125298
4116,65847
29318,108854
22943,71954
15627,89051
21693,46108
26640,136837
21566,5000
5442,61833
25793,146334
2312,54532
12849,48164
28380,93444
7644,149963
55,71480
7777,5000
3077,41206
18725,61310
15304,49971
2366,84972
24263,141325
20091,111642
27203,5000
23157,122055
19399,83694
2096,5000
12079,5000
26332,78030
29521,77337
15347,150001
7992,131688
26311,59075
10001,88026
20318,50790
10463,41320
6066,46906
25161,5000
11802,86159
6234,113103
24936,6850
23763,121832
603,68126
15165,65536
22207,49641
9373,108949
4980,5000
4868,58384
9791,77999
19396,5000
4564,87817
20043,5000
9339,5000
18070,116070
6430,113180
9414,47302
7208,72525
9906,5000
22560,34334
8025,16858
18166,84402
3530,5000
11531,83555
3278,110279
26721,5000
5195,121512
27889,22489
8318,40460
17179,79789
27456,74564
16634,35824
6429,73910
12845,67510
15676,7330
8829,80694
7339,5056
20261,50490
29948,13304
24891,5000
1604,62822
17310,5000
26757,5000
7671,5000
28782,9642
23777,5000
2127,27763
4698,11505
29087,26027
21583,27783
23927,103907
22731,103057
9784,84442
12355,5000
29711,41496
20637,21589
26581,5000
13822,98856
10151,145096
6076,5000
23524,5000
24438,5000
16515,5000
16015,5000
3506,5000
20281,113931
18032,102762
27708,41600
4440,24312
29807,5000
3377,5000
16779,5000
23185,44865
9371,55515
2205,90657
28376,42074
29232,5000
16889,31117
15581,33749
10437,115459
12306,20167
12005,7065
16876,137951
22728,5000
15688,16133
19884,71138
11638,49201
14590,73174
11761,25642
25348,89052
947,90242
12214,114240
27432,5000
1929,5000
24843,115491
28385,68194
2674,65780
13773,73253
15766,83129
10165,95596
27508,35718
24081,117121
18157,100947
6870,5000
29015,5000
11137,5000
9935,215295
23590,5000
14993,83392
26213,49745
15864,68693
22238,32825
27913,85201
13333,5000
1211,54484
9444,69708
23539,126606
1010,88376
13218,117433
18011,174244
18845,82956
3072,53096
18686,93911
27251,76989
20351,109256
17644,85625
10540,5000
18269,28028
128,198822
29698,45785
20322,5000
1054,19708
2668,59149
110,57892
9449,16687
13393,13248
14213,45919
7758,5000
8061,7830
24314,5000
27409,86645
9733,5000
7478,93372
14722,146465
26604,131548
19083,91837
7627,5000
15696,74901
1400,5000
14343,5000
6949,168534
27011,142296
28300,15144
2970,25537
3703,5000
17685,20632
14420,85772
19718,5000
26261,45112
28645,5000
23704,67975
4124,129576
25592,20769
1263,86017
21277,101111
10698,146712
15993,29774
19959,90937
23739,78247
23540,24034
18493,58237
11836,58899
21247,93533
1394,5000
27564,60588
25606,112256
14616,21991
29457,58422
22615,47348
22729,24177
26433,74481
29186,136330
7713,128354
28880,133471
1512,121058
13997,123190
20834,32303
23546,151258
